dataset,exp,pred,err,marvin_kind,smarts_agreed,n_atoms
novartis,8.55,7.573578231292517,0.9764217687074837,base,True,15
novartis,5.5,5.487261902597403,0.012738097402596793,base,True,36
novartis,4.5,5.19,0.6900000000000004,base,True,36
novartis,5.5,6.322536764705881,0.8225367647058812,base,True,36
novartis,5.0,5.064999999999999,0.06499999999999861,base,True,35
novartis,10.2,10.210909090909091,0.010909090909091645,base,True,23
novartis,10.3,10.430266660000003,0.13026666000000198,base,True,23
novartis,10.3,10.430266660000003,0.13026666000000198,base,True,19
novartis,8.7,7.763888885416667,0.9361111145833325,base,True,14
novartis,3.8,5.239545454545454,1.4395454545454545,base,True,33
novartis,4.8,4.335054347826087,0.46494565217391326,base,True,31
novartis,2.9,4.032027358208956,1.1320273582089562,base,False,27
novartis,8.2,8.206839080459769,0.006839080459769775,base,True,33
novartis,2.4,4.032027358208956,1.6320273582089562,base,True,22
novartis,4.31,5.473248949367089,1.1632489493670892,base,True,26
novartis,3.6,4.912559525510205,1.312559525510205,base,False,38
novartis,3.3,5.473248949367089,2.173248949367089,base,False,36
novartis,5.9,7.309510489510489,1.409510489510489,base,True,30
novartis,3.9,4.229373974137932,0.329373974137932,base,False,32
novartis,9.7,8.186277261682244,1.513722738317755,acid,False,29
novartis,2.92,3.5155797142857144,0.5955797142857144,acid,True,26
novartis,5.2,6.909714285714286,1.709714285714286,acid,False,22
novartis,4.1,4.335054347826087,0.23505434782608692,acid,True,21
novartis,4.3,4.912559525510205,0.6125595255102052,acid,True,18
novartis,9.2,8.893923606060604,0.3060763939393958,base,True,29
novartis,9.3,8.206839080459769,1.0931609195402316,acid,False,28
novartis,2.1,4.912559525510205,2.812559525510205,acid,True,27
novartis,9.7,9.803502373134329,0.10350237313432942,base,True,17
novartis,6.865,5.0794,1.7856000000000005,acid,True,30
novartis,8.2,8.565273105042015,0.36527310504201616,base,True,37
novartis,7.24,7.573578231292517,0.33357823129251685,base,False,18
novartis,3.37,4.912559525510205,1.542559525510205,acid,True,35
novartis,3.385,4.032027358208956,0.6470273582089563,acid,True,31
novartis,6.3,5.487261902597403,0.8127380974025966,base,True,23
novartis,10.5,9.288163583333333,1.2118364166666673,base,True,23
novartis,8.7,7.763888885416667,0.9361111145833325,base,True,34
novartis,9.005,7.8622342033898285,1.1427657966101723,base,True,32
novartis,8.66,8.565273105042015,0.0947268949579847,base,True,28
novartis,4.5,4.032027358208956,0.4679726417910439,acid,True,30
novartis,6.9,8.186277261682244,1.286277261682244,acid,True,30
novartis,10.2,9.14393806081081,1.0560619391891901,acid,True,16
novartis,4.26,4.797881355932203,0.5378813559322033,acid,True,27
novartis,3.4,5.487261902597403,2.0872619025974033,base,True,23
novartis,7.6,6.731824712643679,0.8681752873563209,acid,True,18
novartis,5.3,5.487261902597403,0.18726190259740338,base,False,25
novartis,3.69,5.473248949367089,1.7832489493670889,base,True,29
novartis,8.52,9.288163583333333,0.7681635833333331,base,True,22
novartis,3.37,4.40173076923077,1.0317307692307702,acid,True,28
novartis,4.2,4.797881355932203,0.5978813559322029,base,False,15
novartis,5.8,5.0794,0.7206000000000001,base,True,16
novartis,3.0,4.335054347826087,1.3350543478260866,acid,True,37
novartis,5.4,5.487261902597403,0.08726190259740285,base,False,26
novartis,8.5,7.573578231292517,0.9264217687074829,base,True,31
novartis,10.6,8.565273105042015,2.034726894957984,acid,True,37
novartis,3.7,5.084102801665318,1.3841028016653176,base,True,29
novartis,8.356,8.498472216666666,0.14247221666666654,acid,True,16
novartis,7.9,7.573578231292517,0.3264217687074833,acid,False,34
novartis,9.2,8.893923606060604,0.3060763939393958,acid,True,27
novartis,10.6,10.63875,0.038750000000000284,acid,True,20
novartis,4.8,4.912559525510205,0.1125595255102052,base,True,16
novartis,6.8,6.063095238095238,0.7369047619047615,base,True,21
novartis,5.8,6.731824712643679,0.9318247126436789,acid,False,16
novartis,3.9,5.239545454545454,1.3395454545454544,base,False,33
novartis,4.3,4.40173076923077,0.10173076923077051,base,False,27
novartis,8.3,6.909714285714286,1.3902857142857146,acid,True,26
novartis,8.4,7.573578231292517,0.8264217687074833,acid,True,19
novartis,6.2,6.063095238095238,0.13690476190476186,base,True,34
novartis,9.01,9.624340659340662,0.6143406593406624,acid,True,31
novartis,3.4,4.046744479674798,0.6467444796747981,acid,True,36
novartis,3.5,4.718888883333334,1.2188888833333342,acid,True,35
novartis,9.2,9.14393806081081,0.05606193918919011,base,True,34
novartis,10.7,9.242594139534889,1.4574058604651103,base,True,32
novartis,10.2,9.29679803448276,0.9032019655172387,base,True,33
novartis,8.6,8.756666666666666,0.1566666666666663,base,True,26
novartis,4.266667,4.229373974137932,0.03729302586206806,base,True,33
novartis,7.6,6.731824712643679,0.8681752873563209,acid,True,30
novartis,4.25,5.851506235294117,1.6015062352941172,base,True,14
novartis,2.9,3.5155797142857144,0.6155797142857145,acid,True,9
novartis,6.0,6.9696753246753245,0.9696753246753245,base,True,32
novartis,4.8,6.538719138888889,1.7387191388888894,base,False,34
novartis,4.2,5.473248949367089,1.2732489493670887,base,True,23
novartis,8.2,8.186277261682244,0.013722738317754946,base,True,31
novartis,8.25,8.206839080459769,0.043160919540230935,base,True,31
novartis,7.17,8.565273105042015,1.3952731050420155,base,False,44
novartis,4.0,3.9314285714285715,0.0685714285714285,acid,True,20
novartis,8.9,8.206839080459769,0.6931609195402313,base,True,29
novartis,6.07,6.9696753246753245,0.8996753246753242,base,False,25
novartis,9.1,9.288163583333333,0.18816358333333305,base,True,31
novartis,4.4,5.473248949367089,1.0732489493670885,base,False,27
novartis,5.2,5.239545454545454,0.039545454545454106,base,True,29
novartis,5.3,7.8622342033898285,2.5622342033898287,base,True,24
novartis,7.5,7.309510489510489,0.19048951048951057,acid,True,12
novartis,8.1,8.186277261682244,0.0862772616822447,base,True,31
novartis,4.1,5.851506235294117,1.7515062352941175,acid,False,19
novartis,10.91,8.186277261682244,2.723722738317756,acid,True,49
novartis,5.0,6.063095238095238,1.0630952380952383,base,True,22
novartis,4.9,5.0794,0.17939999999999934,base,True,13
novartis,9.4,7.763888885416667,1.6361111145833336,acid,False,28
novartis,6.37,5.851506235294117,0.5184937647058829,base,True,30
novartis,8.3,8.565273105042015,0.26527310504201473,acid,True,25
novartis,6.5,6.909714285714286,0.40971428571428614,base,True,19
novartis,7.1,5.851506235294117,1.2484937647058825,base,False,25
novartis,7.32,7.821666666666668,0.5016666666666678,base,True,34
novartis,6.25,7.8622342033898285,1.6122342033898285,base,True,19
novartis,5.6,6.538719138888889,0.9387191388888896,base,True,17
novartis,4.65,6.322536764705881,1.6725367647058809,base,False,32
novartis,8.3,8.565273105042015,0.26527310504201473,base,True,30
novartis,7.5,7.8622342033898285,0.3622342033898285,base,True,14
novartis,3.8,5.473248949367089,1.673248949367089,base,False,35
novartis,9.4,9.14393806081081,0.2560619391891912,base,True,26
novartis,5.3,5.487261902597403,0.18726190259740338,base,True,24
novartis,8.4,8.565273105042015,0.1652731050420151,acid,True,31
novartis,8.2,8.186277261682244,0.013722738317754946,base,True,34
novartis,3.41,3.5155797142857144,0.10557971428571422,acid,True,32
novartis,5.522,4.912559525510205,0.6094404744897952,base,True,18
novartis,8.65,7.8622342033898285,0.7877657966101719,acid,True,24
novartis,5.283333,6.731824712643679,1.448491712643679,base,True,30
novartis,8.6,6.538719138888889,2.0612808611111104,acid,True,22
novartis,8.4,7.048802777723299,1.351197222276701,acid,True,28
novartis,8.35,6.9696753246753245,1.3803246753246752,acid,True,27
novartis,8.35,6.322536764705881,2.0274632352941184,acid,True,21
novartis,4.9,3.5155797142857144,1.384420285714286,base,True,27
novartis,4.8,3.5155797142857144,1.2844202857142855,base,True,27
novartis,7.31,8.186277261682244,0.8762772616822447,acid,True,21
novartis,3.84,4.032027358208956,0.19202735820895622,base,True,27
novartis,7.7,7.843760692307693,0.1437606923076924,base,True,42
novartis,10.4,7.573578231292517,2.8264217687074833,acid,True,22
novartis,9.1,9.29679803448276,0.1967980344827609,base,True,30
novartis,8.4,9.242594139534889,0.8425941395348886,base,True,22
novartis,7.8,8.565273105042015,0.7652731050420156,base,True,35
novartis,7.9,8.498472216666666,0.5984722166666661,base,True,36
novartis,8.59,7.763888885416667,0.8261111145833331,base,True,28
novartis,7.955,7.573578231292517,0.381421768707483,base,True,28
novartis,8.6,8.366047614285712,0.23395238571428756,base,True,26
novartis,7.74,7.763888885416667,0.02388888541666656,acid,True,19
novartis,3.86,4.912559525510205,1.0525595255102052,acid,True,24
novartis,9.0,8.498472216666666,0.5015277833333336,base,True,22
novartis,8.5,9.242594139534889,0.742594139534889,base,True,21
novartis,4.4,6.322536764705881,1.9225367647058809,base,False,30
novartis,4.94,6.322536764705881,1.3825367647058808,base,False,30
novartis,4.8,5.851506235294117,1.0515062352941174,base,False,33
novartis,4.7,6.322536764705881,1.622536764705881,base,False,31
novartis,4.75,6.263928571428571,1.513928571428571,base,False,33
novartis,4.7,6.263928571428571,1.563928571428571,base,False,33
novartis,7.9,7.821666666666668,0.07833333333333226,base,True,12
novartis,9.43,7.763888885416667,1.666111114583333,base,True,24
novartis,9.46,8.756666666666666,0.7033333333333349,acid,True,26
novartis,8.3,8.565273105042015,0.26527310504201473,base,True,36
novartis,4.63,4.335054347826087,0.29494565217391333,base,True,24
novartis,3.4,5.487261902597403,2.0872619025974033,base,False,31
novartis,2.3,3.5155797142857144,1.2155797142857145,acid,True,17
novartis,3.35,3.924507042253521,0.5745070422535208,acid,True,17
novartis,3.5,3.652717084033613,0.15271708403361295,acid,True,18
novartis,3.6,6.677142857142857,3.077142857142857,base,True,34
novartis,3.9,4.912559525510205,1.0125595255102051,base,False,29
novartis,4.2,4.046744479674798,0.15325552032520218,acid,True,20
novartis,5.2,4.912559525510205,0.28744047448979515,base,True,23
novartis,2.7,5.487261902597403,2.787261902597403,base,True,36
novartis,3.8,4.912559525510205,1.1125595255102052,acid,True,21
novartis,9.8,8.186277261682244,1.6137227383177564,acid,True,12
novartis,7.6,6.063095238095238,1.5369047619047613,base,True,12
novartis,8.35,8.186277261682244,0.1637227383177553,base,True,36
novartis,4.2,6.731824712643679,2.5318247126436786,base,True,29
novartis,8.6,8.206839080459769,0.3931609195402306,base,True,18
novartis,3.9,4.335054347826087,0.43505434782608665,base,True,20
novartis,4.0,4.032027358208956,0.03202735820895608,acid,True,22
novartis,5.2,7.573578231292517,2.373578231292517,acid,True,24
novartis,4.35,4.40173076923077,0.05173076923077069,base,True,23
novartis,4.45,5.064999999999999,0.6149999999999984,acid,True,20
novartis,5.0,5.473248949367089,0.47324894936708883,base,False,26
novartis,4.28,5.239545454545454,0.959545454545454,base,False,29
novartis,9.0,8.498472216666666,0.5015277833333336,base,True,33
novartis,4.7,5.851506235294117,1.151506235294117,base,True,26
novartis,5.1,5.19,0.09000000000000075,base,True,21
novartis,8.5,7.763888885416667,0.7361111145833332,base,True,37
novartis,6.0,4.335054347826087,1.6649456521739134,base,True,28
novartis,6.0,4.718888883333334,1.2811111166666658,base,True,25
novartis,4.18,5.487261902597403,1.3072619025974035,base,False,28
novartis,10.01,9.242594139534889,0.7674058604651108,acid,True,22
novartis,8.9,8.565273105042015,0.3347268949579849,base,True,24
novartis,3.87,4.5875,0.7175000000000002,acid,False,20
novartis,7.2,6.909714285714286,0.29028571428571404,base,True,22
novartis,8.375,8.565273105042015,0.19027310504201544,base,True,27
novartis,6.8,6.731824712643679,0.06817528735632106,acid,True,19
novartis,5.2,6.731824712643679,1.5318247126436786,base,True,13
novartis,6.5,4.912559525510205,1.587440474489795,acid,True,15
novartis,9.5,9.288163583333333,0.2118364166666673,base,True,24
novartis,5.3,5.851506235294117,0.5515062352941174,base,True,18
novartis,4.94,4.5221212121212115,0.41787878787878885,acid,False,17
novartis,4.1,4.335054347826087,0.23505434782608692,base,True,16
novartis,10.2,9.803502373134329,0.3964976268656706,base,True,20
novartis,3.7,3.9314285714285715,0.23142857142857132,acid,False,12
novartis,3.7,5.851506235294117,2.151506235294117,acid,True,28
novartis,4.5,6.731824712643679,2.2318247126436788,acid,True,23
novartis,7.0,7.309510489510489,0.30951048951048943,base,True,27
novartis,5.3,4.912559525510205,0.3874404744897948,base,True,18
novartis,4.6,4.718888883333334,0.11888888333333458,base,True,18
novartis,3.9,3.5155797142857144,0.38442028571428555,acid,True,18
novartis,7.5,5.487261902597403,2.012738097402597,acid,False,19
novartis,8.3,6.322536764705881,1.9774632352941195,acid,False,19
novartis,4.2,4.480833333333332,0.28083333333333194,acid,True,30
novartis,4.5,4.5221212121212115,0.022121212121211542,acid,True,32
novartis,5.4,5.487261902597403,0.08726190259740285,base,True,22
novartis,4.0,3.924507042253521,0.07549295774647913,base,False,27
novartis,9.55,8.893923606060604,0.6560763939393972,base,True,11
novartis,8.26,7.8622342033898285,0.3977657966101713,acid,True,25
novartis,3.9,4.141193181818182,0.24119318181818228,base,True,18
novartis,7.5,7.309510489510489,0.19048951048951057,base,True,11
novartis,10.8,9.803502373134329,0.996497626865672,acid,True,20
novartis,2.9,4.718888883333334,1.8188888833333343,base,False,11
novartis,6.9,5.851506235294117,1.0484937647058832,base,True,17
novartis,5.6,4.912559525510205,0.6874404744897946,base,False,23
novartis,6.9,5.0794,1.8206000000000007,base,True,17
novartis,4.7,3.5155797142857144,1.1844202857142858,base,False,18
novartis,4.5,3.9314285714285715,0.5685714285714285,base,False,18
novartis,6.1,6.538719138888889,0.4387191388888896,base,True,24
novartis,5.1,4.912559525510205,0.18744047448979462,base,True,25
novartis,3.6,4.912559525510205,1.312559525510205,base,False,29
novartis,9.9,6.731824712643679,3.1681752873563216,acid,True,17
novartis,8.77,7.8622342033898285,0.9077657966101711,base,False,29
novartis,5.9,6.731824712643679,0.8318247126436784,base,True,34
novartis,8.7,8.565273105042015,0.13472689495798384,acid,True,17
novartis,8.4,8.893923606060604,0.49392360606060315,acid,True,18
novartis,3.4,4.335054347826087,0.9350543478260867,acid,True,21
novartis,3.8,5.487261902597403,1.6872619025974034,base,False,23
novartis,5.2,4.912559525510205,0.28744047448979515,base,True,27
novartis,6.3,7.309510489510489,1.0095104895104896,acid,True,18
novartis,7.2,8.498472216666666,1.2984722166666662,acid,True,17
novartis,4.1,5.064999999999999,0.964999999999999,base,True,25
novartis,3.2,3.5155797142857144,0.3155797142857142,acid,True,24
novartis,3.3,3.509203244706494,0.2092032447064942,acid,True,25
novartis,10.5,7.8622342033898285,2.6377657966101715,acid,False,22
novartis,5.8,5.487261902597403,0.3127380974025966,acid,True,21
novartis,5.7,5.239545454545454,0.4604545454545459,acid,True,23
novartis,3.51,3.652717084033613,0.14271708403361316,acid,True,18
novartis,3.48,3.5155797142857144,0.03557971428571438,acid,True,19
novartis,3.0,3.652717084033613,0.652717084033613,acid,True,18
novartis,3.5,3.924507042253521,0.42450704225352087,acid,True,21
novartis,3.9,4.335054347826087,0.43505434782608665,acid,True,15
novartis,4.1,3.652717084033613,0.4472829159663867,acid,True,24
novartis,3.2,4.229373974137932,1.0293739741379317,acid,True,28
novartis,4.2,4.912559525510205,0.7125595255102048,acid,True,30
novartis,4.45,4.912559525510205,0.46255952551020485,acid,True,24
novartis,3.9,3.652717084033613,0.24728291596638696,acid,True,24
novartis,3.9,3.652717084033613,0.24728291596638696,acid,True,21
novartis,4.39,3.652717084033613,0.7372829159663867,acid,True,26
novartis,3.3,6.063095238095238,2.7630952380952385,base,False,32
novartis,3.3,5.239545454545454,1.9395454545454545,base,False,29
novartis,11.7,9.890595890410959,1.8094041095890407,acid,True,15
novartis,8.3,8.565273105042015,0.26527310504201473,acid,True,13
novartis,3.8,6.731824712643679,2.931824712643679,base,False,22
novartis,3.9,5.851506235294117,1.9515062352941173,base,False,32
novartis,3.8,6.063095238095238,2.2630952380952385,base,False,28
novartis,3.75,5.851506235294117,2.101506235294117,base,False,32
novartis,3.6,4.912559525510205,1.312559525510205,base,False,29
novartis,9.3,7.763888885416667,1.536111114583334,acid,True,32
novartis,8.7,7.250000000000001,1.4499999999999984,acid,False,21
novartis,5.3,5.487261902597403,0.18726190259740338,acid,True,11
novartis,8.55,7.763888885416667,0.7861111145833339,base,True,28
novartis,8.845,8.565273105042015,0.2797268949579852,base,True,25
novartis,7.3,8.186277261682244,0.8862772616822445,acid,True,25
novartis,8.2,5.487261902597403,2.712738097402596,acid,False,31
novartis,6.4,4.912559525510205,1.4874404744897953,base,True,27
novartis,7.87,8.366047614285712,0.496047614285712,acid,True,21
novartis,7.94,8.366047614285712,0.4260476142857117,acid,True,21
novartis,4.42,4.480833333333332,0.060833333333332185,acid,False,24
novartis,8.1,8.366047614285712,0.26604761428571244,acid,True,19
novartis,9.75,8.565273105042015,1.1847268949579846,acid,True,23
