dataset,exp,pred,err,marvin_kind,smarts_agreed,n_atoms
novartis,8.55,7.882941176470586,0.6670588235294144,base,True,15
novartis,5.5,6.40075,0.9007500000000004,base,True,36
novartis,4.5,6.256246753246753,1.756246753246753,base,True,36
novartis,5.5,6.887499999999998,1.3874999999999984,base,True,36
novartis,5.0,5.639846153846156,0.6398461538461557,base,True,35
novartis,10.2,9.070845959595959,1.1291540404040408,base,True,23
novartis,10.3,8.469807825622778,1.8301921743772223,base,True,23
novartis,10.3,8.916187817258882,1.383812182741119,base,True,19
novartis,8.7,7.549512195121951,1.1504878048780487,base,True,14
novartis,3.8,4.536381131305943,0.7363811313059427,base,True,33
novartis,4.8,4.459917525773197,0.3400824742268025,base,True,31
novartis,2.9,4.810175438596493,1.9101754385964935,base,False,27
novartis,8.2,8.469807825622778,0.26980782562277916,base,True,33
novartis,2.4,3.518355196721312,1.118355196721312,base,True,22
novartis,4.31,5.745344648148148,1.4353446481481482,base,True,26
novartis,3.6,6.256246753246753,2.656246753246753,base,False,38
novartis,3.3,5.745344648148148,2.445344648148148,base,False,36
novartis,5.9,7.336062992125985,1.4360629921259846,base,True,30
novartis,3.9,3.9822482125000005,0.08224821250000058,base,False,32
novartis,9.7,6.869943181818183,2.8300568181818164,acid,False,29
novartis,2.92,3.518355196721312,0.5983551967213119,acid,True,26
novartis,5.2,5.745344648148148,0.5453446481481476,acid,True,22
novartis,4.1,4.436424273809522,0.33642427380952267,acid,True,21
novartis,4.3,4.5420485157232715,0.24204851572327168,acid,True,18
novartis,9.2,8.573019404109592,0.6269805958904069,base,True,29
novartis,9.3,8.469807825622778,0.8301921743772223,acid,False,28
novartis,2.1,5.095368421052631,2.9953684210526306,acid,True,27
novartis,9.7,9.52658441818182,0.17341558181817973,base,True,17
novartis,6.865,5.4097353917525774,1.4552646082474228,acid,True,30
novartis,8.2,8.578529411764706,0.3785294117647062,base,False,37
novartis,7.24,7.70221153846154,0.4622115384615402,base,False,18
novartis,3.37,5.138868308641974,1.7688683086419736,acid,True,35
novartis,3.385,3.545363084225608,0.16036308422560808,acid,True,31
novartis,6.3,5.487720588235295,0.8122794117647052,base,True,23
novartis,10.5,10.318132189655172,0.18186781034482813,base,True,23
novartis,8.7,8.039404759740263,0.6605952402597364,base,True,34
novartis,9.005,8.469807825622778,0.5351921743772223,base,True,32
novartis,8.66,8.573019404109592,0.08698059589040774,base,True,28
novartis,4.5,4.436424273809522,0.06357572619047769,acid,True,30
novartis,6.9,7.31921875,0.41921874999999975,acid,True,30
novartis,10.2,8.469807825622778,1.7301921743772208,acid,True,16
novartis,4.26,4.5420485157232715,0.2820485157232717,acid,True,27
novartis,3.4,4.734615560000001,1.334615560000001,base,True,23
novartis,7.6,7.70221153846154,0.10221153846154074,acid,True,18
novartis,5.3,5.417608817805032,0.1176088178050323,base,False,25
novartis,3.69,5.487720588235295,1.7977205882352947,base,True,29
novartis,8.52,8.916187817258882,0.3961878172588822,base,True,22
novartis,3.37,3.911992385786802,0.5419923857868021,acid,True,28
novartis,4.2,4.5420485157232715,0.34204851572327133,base,False,15
novartis,5.8,3.90078947368421,1.8992105263157897,base,True,16
novartis,3.0,4.436424273809522,1.4364242738095223,acid,True,37
novartis,5.4,5.184809937531597,0.21519006246840355,base,False,26
novartis,8.5,7.549512195121951,0.9504878048780494,base,True,31
novartis,10.6,8.573019404109592,2.0269805958904072,acid,True,37
novartis,3.7,5.639846153846156,1.9398461538461556,base,True,29
novartis,8.356,8.469807825622778,0.11380782562277858,acid,True,16
novartis,7.9,5.745344648148148,2.1546553518518525,acid,False,34
novartis,9.2,8.469807825622778,0.7301921743772208,acid,True,27
novartis,10.6,10.489371066037737,0.11062893396226237,acid,True,20
novartis,4.8,5.487720588235295,0.6877205882352948,base,True,16
novartis,6.8,5.745344648148148,1.054655351851852,base,True,21
novartis,5.8,5.639846153846156,0.1601538461538441,acid,False,16
novartis,3.9,5.6681226393583515,1.7681226393583516,base,False,33
novartis,4.3,4.436424273809522,0.1364242738095225,base,False,27
novartis,8.3,5.4097353917525774,2.8902646082474233,acid,True,26
novartis,8.4,6.719076086956522,1.680923913043478,acid,True,19
novartis,6.2,6.719076086956522,0.5190760869565221,base,True,34
