dataset,exp,pred,err,site_ok,n_atoms,pka_bin
novartis,8.55,8.522518414364642,0.02748158563535874,True,15,7-10
novartis,5.5,5.855190677966103,0.35519067796610315,True,36,4-7
novartis,4.5,5.4268852792207785,0.9268852792207785,True,36,4-7
novartis,5.5,6.3178281938326,0.8178281938326002,True,36,4-7
novartis,5.0,5.855190677966103,0.8551906779661032,True,35,4-7
novartis,10.2,8.24997630331754,1.9500236966824591,True,23,>10
novartis,10.3,8.322021739130436,1.9779782608695644,True,23,>10
novartis,10.3,8.685053886836029,1.6149461131639722,True,19,>10
novartis,8.7,8.685053886836029,0.014946113163970765,True,14,7-10
novartis,3.8,5.157295570312499,1.3572955703124991,True,33,<4
novartis,4.8,4.246087591240875,0.5539124087591247,True,31,4-7
novartis,2.9,4.564052631578949,1.6640526315789494,False,27,<4
novartis,8.2,8.522518414364642,0.3225184143646427,True,33,7-10
novartis,2.4,3.728784615384616,1.328784615384616,True,22,<4
novartis,4.31,5.157295570312499,0.8472955703124994,True,26,4-7
novartis,3.6,5.855190677966103,2.255190677966103,False,38,<4
novartis,3.3,5.855190677966103,2.5551906779661033,False,36,<4
novartis,5.9,7.483178807947018,1.583178807947018,True,30,4-7
novartis,3.9,5.1453584905660374,1.2453584905660375,False,32,<4
novartis,9.7,7.872692307692306,1.8273076923076932,False,29,7-10
novartis,2.92,3.6413926610169494,0.7213926610169494,True,26,<4
novartis,5.2,5.4268852792207785,0.22688527922077828,True,22,4-7
novartis,4.1,4.659445714285713,0.5594457142857134,True,21,4-7
novartis,4.3,4.686104924137931,0.38610492413793107,True,18,4-7
novartis,9.2,9.238699155763237,0.038699155763238124,True,29,7-10
novartis,9.3,8.733974953757224,0.5660250462427765,False,28,7-10
novartis,2.1,5.4268852792207785,3.3268852792207784,True,27,<4
novartis,9.7,9.910842412778969,0.21084241277896965,True,17,7-10
novartis,6.865,6.5205457142857135,0.3444542857142867,True,30,4-7
novartis,8.2,7.9670359829545445,0.23296401704545477,False,37,7-10
novartis,7.24,7.691055900621118,0.45105590062111744,False,18,7-10
novartis,3.37,5.4268852792207785,2.0568852792207784,True,35,<4
novartis,3.385,3.434705882352941,0.049705882352941266,True,31,<4
novartis,6.3,5.0116000000000005,1.2883999999999993,True,23,4-7
novartis,10.5,10.467297728155335,0.032702271844664565,True,23,>10
novartis,8.7,8.018387593023256,0.6816124069767433,True,34,7-10
novartis,9.005,8.322021739130436,0.6829782608695645,True,32,7-10
novartis,8.66,8.018387593023256,0.6416124069767442,True,28,7-10
novartis,4.5,4.454116469879518,0.04588353012048163,True,30,4-7
novartis,6.9,8.322021739130436,1.422021739130436,True,30,4-7
novartis,10.2,9.238699155763237,0.9613008442367619,True,16,>10
novartis,4.26,4.564052631578949,0.3040526315789496,True,27,4-7
novartis,3.4,4.686104924137931,1.286104924137931,True,23,<4
novartis,7.6,6.883846153846153,0.7161538461538468,True,18,7-10
novartis,5.3,5.4268852792207785,0.12688527922077864,False,25,4-7
novartis,3.69,5.283196078431372,1.593196078431372,True,29,<4
novartis,8.52,8.850200000000005,0.33020000000000493,True,22,7-10
novartis,3.37,3.666763440860216,0.2967634408602158,True,28,<4
novartis,4.2,4.246087591240875,0.046087591240874914,False,15,4-7
novartis,5.8,4.686104924137931,1.113895075862069,True,16,4-7
novartis,3.0,4.454116469879518,1.4541164698795184,True,37,<4
novartis,5.4,6.3178281938326,0.9178281938325998,False,26,4-7
novartis,8.5,8.018387593023256,0.481612406976744,True,31,7-10
novartis,10.6,8.733974953757224,1.8660250462427754,True,37,>10
novartis,3.7,4.863393598870056,1.163393598870056,True,29,<4
novartis,8.356,8.018387593023256,0.3376124069767439,True,16,7-10
novartis,7.9,7.133028455284554,0.7669715447154459,False,34,7-10
novartis,9.2,8.905458937198066,0.29454106280193315,True,27,7-10
novartis,10.6,10.417403093023257,0.1825969069767428,True,20,>10
novartis,4.8,5.157295570312499,0.35729557031249914,True,16,4-7
novartis,6.8,6.3178281938326,0.48217180616739963,True,21,4-7
novartis,5.8,7.098418367346937,1.2984183673469376,False,16,4-7
novartis,3.9,5.157295570312499,1.257295570312499,False,33,<4
novartis,4.3,4.564052631578949,0.26405263157894954,False,27,4-7
novartis,8.3,6.877302857142855,1.422697142857146,True,26,7-10
novartis,8.4,6.877302857142855,1.5226971428571456,True,19,7-10
novartis,6.2,7.274000000000002,1.0740000000000016,True,34,4-7
novartis,9.01,9.238699155763237,0.22869915576323763,True,31,7-10
novartis,3.4,4.659445714285713,1.2594457142857132,True,36,<4
novartis,3.5,4.530421686746989,1.0304216867469886,True,35,<4
novartis,9.2,9.413615021126768,0.21361502112676867,True,34,7-10
novartis,10.7,8.905458937198066,1.7945410628019332,True,32,>10
novartis,10.2,9.3070179707113,0.8929820292886994,True,33,>10
novartis,8.6,9.180000000000001,0.5800000000000018,True,26,7-10
novartis,4.266667,4.454116469879518,0.18744946987951838,True,33,4-7
novartis,7.6,6.888427225352111,0.7115727746478884,True,30,7-10
novartis,4.25,4.659445714285713,0.4094457142857131,True,14,4-7
novartis,2.9,3.728784615384616,0.8287846153846159,True,9,<4
novartis,6.0,7.2958333333333325,1.2958333333333325,True,32,4-7
novartis,4.8,7.133028455284554,2.3330284552845546,False,34,4-7
novartis,4.2,6.3178281938326,2.1178281938326,True,23,4-7
novartis,8.2,8.018387593023256,0.1816124069767433,True,31,7-10
novartis,8.25,8.018387593023256,0.231612406976744,True,31,7-10
novartis,7.17,8.685053886836029,1.5150538868360286,False,44,7-10
novartis,4.0,3.920700934579439,0.0792990654205612,True,20,<4
novartis,8.9,8.685053886836029,0.21494611316397183,True,29,7-10
novartis,6.07,6.491493975903616,0.4214939759036156,False,25,4-7
novartis,9.1,8.905458937198066,0.1945410628019335,True,31,7-10
novartis,4.4,5.325352941176469,0.9253529411764685,False,27,4-7
novartis,5.2,5.4268852792207785,0.22688527922077828,True,29,4-7
novartis,5.3,6.5205457142857135,1.2205457142857137,True,24,4-7
novartis,7.5,7.691055900621118,0.19105590062111766,True,12,7-10
novartis,8.1,7.872692307692306,0.22730769230769354,True,31,7-10
novartis,4.1,5.157295570312499,1.0572955703124993,True,19,4-7
novartis,10.91,8.733974953757224,2.176025046242776,True,49,>10
novartis,5.0,5.157295570312499,0.15729557031249897,True,22,4-7
novartis,4.9,4.37321058108108,0.52678941891892,True,13,4-7
novartis,9.4,7.691055900621118,1.7089440993788827,False,28,7-10
novartis,6.37,6.3178281938326,0.052171806167399915,True,30,4-7
novartis,8.3,7.9670359829545445,0.3329640170454562,True,25,7-10
novartis,6.5,6.491493975903616,0.008506024096384124,True,19,4-7
novartis,7.1,6.0757709574507786,1.024229042549221,False,25,7-10
novartis,7.32,7.9670359829545445,0.6470359829545442,True,34,7-10
novartis,6.25,7.274000000000002,1.0240000000000018,True,19,4-7
novartis,5.6,5.855190677966103,0.2551906779661035,True,17,4-7
novartis,4.65,6.5205457142857135,1.8705457142857131,False,32,4-7
novartis,8.3,8.685053886836029,0.3850538868360278,True,30,7-10
novartis,7.5,7.9670359829545445,0.4670359829545445,True,14,7-10
novartis,3.8,4.863393598870056,1.0633935988700562,False,35,<4
novartis,9.4,8.850200000000005,0.5497999999999958,True,26,7-10
novartis,5.3,5.4268852792207785,0.12688527922077864,True,24,4-7
novartis,8.4,8.907187500000003,0.5071875000000023,True,31,7-10
novartis,8.2,8.322021739130436,0.12202173913043701,True,34,7-10
novartis,3.41,3.728784615384616,0.31878461538461567,True,32,<4
novartis,5.522,5.4268852792207785,0.09511472077922178,True,18,4-7
novartis,8.65,7.891617021276595,0.7583829787234055,True,24,7-10
novartis,5.283333,6.877302857142855,1.5939698571428549,True,30,4-7
novartis,8.6,6.491493975903616,2.1085060240963838,True,22,7-10
novartis,8.4,6.877302857142855,1.5226971428571456,True,28,7-10
novartis,8.35,6.877302857142855,1.472697142857145,True,27,7-10
novartis,8.35,6.3178281938326,2.0321718061673995,True,21,7-10
novartis,4.9,3.728784615384616,1.1712153846153845,True,27,4-7
novartis,4.8,3.600805555555555,1.1991944444444447,True,27,4-7
novartis,7.31,7.274000000000002,0.03599999999999781,True,21,7-10
novartis,3.84,3.806744796874999,0.033255203125000854,True,27,<4
novartis,7.7,8.235906664000002,0.5359066640000014,True,42,7-10
novartis,10.4,8.685053886836029,1.7149461131639718,True,22,>10
novartis,9.1,9.155752613240413,0.05575261324041314,True,30,7-10
novartis,8.4,8.850200000000005,0.45020000000000415,True,22,7-10
novartis,7.8,8.018387593023256,0.21838759302325617,True,35,7-10
novartis,7.9,8.522518414364642,0.6225184143646416,True,36,7-10
novartis,8.59,7.872692307692306,0.7173076923076938,True,28,7-10
novartis,7.955,7.546322115384616,0.40867788461538446,True,28,7-10
novartis,8.6,8.733974953757224,0.13397495375722457,True,26,7-10
novartis,7.74,7.811956521739131,0.07195652173913114,True,19,7-10
novartis,3.86,4.454116469879518,0.5941164698795185,True,24,<4
novartis,9.0,8.018387593023256,0.981612406976744,True,22,7-10
novartis,8.5,8.907187500000003,0.4071875000000027,True,21,7-10
