dataset,exp,pred,err,marvin_kind,smarts_agreed,n_atoms
novartis,8.55,7.376931818181817,1.1730681818181834,base,True,15
novartis,5.5,5.71716386554622,0.2171638655462198,base,True,36
novartis,4.5,5.5177407333333335,1.0177407333333335,base,True,36
novartis,5.5,6.377950976470587,0.8779509764705873,base,True,36
novartis,5.0,4.947738095238096,0.05226190476190418,base,True,35
novartis,10.2,9.593636363636364,0.6063636363636355,base,True,23
novartis,10.3,9.443333333333333,0.8566666666666674,base,True,23
novartis,10.3,9.574853876712329,0.7251461232876721,base,True,19
novartis,8.7,7.781755873239438,0.9182441267605617,base,True,14
novartis,3.8,4.8607281991342,1.0607281991342,base,True,33
novartis,4.8,4.481550118881119,0.3184498811188812,base,True,31
novartis,2.9,4.481550118881119,1.5815501188811187,base,False,27
novartis,8.2,8.375974025974028,0.17597402597402834,base,True,33
novartis,2.4,4.278072495934959,1.8780724959349588,base,True,22
novartis,4.31,6.69623949579832,2.3862394957983204,base,True,26
novartis,3.6,5.096000000000001,1.4960000000000009,base,False,38
novartis,3.3,5.096000000000001,1.7960000000000012,base,False,36
novartis,5.9,6.757840909090908,0.8578409090909078,base,True,30
novartis,3.9,4.278072495934959,0.37807249593495884,base,False,32
novartis,9.7,8.554831646464653,1.1451683535353467,acid,False,29
novartis,2.92,3.5037727125603024,0.5837727125603025,acid,True,26
novartis,5.2,7.781755873239438,2.5817558732394374,acid,False,22
novartis,4.1,4.278072495934959,0.1780724959349591,acid,True,21
novartis,4.3,4.8607281991342,0.5607281991341999,acid,True,18
novartis,9.2,9.021507284153005,0.17849271584699444,base,True,29
novartis,9.3,8.247861632075471,1.0521383679245293,acid,False,28
novartis,2.1,4.8607281991342,2.7607281991341996,acid,True,27
novartis,9.7,9.593636363636364,0.10636363636363555,base,True,17
novartis,6.865,4.947738095238096,1.9172619047619044,acid,True,30
novartis,8.2,8.968735620689657,0.7687356206896574,base,True,37
novartis,7.24,7.913079717391304,0.6730797173913041,base,False,18
novartis,3.37,4.8607281991342,1.4907281991341996,acid,True,35
novartis,3.385,4.004414067669172,0.6194140676691724,acid,True,31
novartis,6.3,6.006797752808989,0.29320224719101073,base,True,23
novartis,10.5,9.751133027522938,0.748866972477062,base,True,23
novartis,8.7,8.145049014705881,0.5549509852941181,base,True,34
novartis,9.005,8.807699999999995,0.19730000000000558,base,True,32
novartis,8.66,8.247861632075471,0.41213836792452874,base,True,28
novartis,4.5,4.004414067669172,0.4955859323308278,acid,True,30
novartis,6.9,8.247861632075471,1.347861632075471,acid,True,30
novartis,10.2,8.933105154761904,1.2668948452380953,acid,True,16
novartis,4.26,4.8607281991342,0.6007281991342,acid,True,27
novartis,3.4,4.8607281991342,1.4607281991341998,base,True,23
novartis,7.6,6.69623949579832,0.9037605042016796,acid,True,18
novartis,5.3,5.760128205128205,0.4601282051282052,base,False,25
novartis,3.69,5.71716386554622,2.02716386554622,base,True,29
novartis,8.52,9.205312420560748,0.6853124205607486,base,True,22
novartis,3.37,4.278072495934959,0.9080724959349586,acid,True,28
novartis,4.2,4.481550118881119,0.28155011888111847,base,False,15
novartis,5.8,5.5177407333333335,0.28225926666666634,base,True,16
novartis,3.0,4.177788461538461,1.1777884615384613,acid,True,37
novartis,5.4,5.3870345315315324,0.012965468468467911,base,False,26
novartis,8.5,7.781755873239438,0.7182441267605624,base,True,31
novartis,10.6,9.021507284153005,1.5784927158469948,acid,True,37
novartis,3.7,5.71716386554622,2.0171638655462196,base,True,29
novartis,8.356,8.554831646464653,0.19883164646465268,acid,True,16
novartis,7.9,6.81423076923077,1.0857692307692304,acid,False,34
novartis,9.2,9.021507284153005,0.17849271584699444,acid,True,27
novartis,10.6,10.656792452830187,0.0567924528301873,acid,True,20
novartis,4.8,4.947738095238096,0.147738095238096,base,True,16
novartis,6.8,5.760128205128205,1.0398717948717948,base,True,21
novartis,5.8,6.69623949579832,0.8962394957983202,acid,False,16
novartis,3.9,4.947738095238096,1.047738095238096,base,False,33
novartis,4.3,4.166866666666668,0.13313333333333155,base,False,27
novartis,8.3,6.593259960727844,1.706740039272157,acid,True,26
novartis,8.4,7.255068493150685,1.144931506849315,acid,True,19
novartis,6.2,6.158333333333334,0.041666666666666075,base,True,34
novartis,9.01,9.250297625,0.24029762500000018,acid,True,31
novartis,3.4,4.166866666666668,0.7668666666666684,acid,True,36
novartis,3.5,4.8607281991342,1.3607281991341997,acid,True,35
novartis,9.2,9.574853876712329,0.3748538767123293,base,True,34
novartis,10.7,9.021507284153005,1.6784927158469944,base,True,32
novartis,10.2,9.250297625,0.9497023749999993,base,True,33
novartis,8.6,9.021507284153005,0.4215072841530052,base,True,26
novartis,4.266667,4.481550118881119,0.21488311888111866,base,True,33
novartis,7.6,6.757840909090908,0.8421590909090915,acid,True,30
novartis,4.25,6.006797752808989,1.756797752808989,base,True,14
