dataset,exp,pred,err,marvin_kind,smarts_agreed,n_atoms
novartis,8.55,9.316164603550295,0.766164603550294,base,True,15
novartis,5.5,5.577957746478874,0.07795774647887388,base,True,36
novartis,4.5,5.577957746478874,1.0779577464788739,base,True,36
novartis,5.5,6.497916666666666,0.9979166666666659,base,True,36
novartis,5.0,5.139794319148936,0.13979431914893592,base,True,35
novartis,10.2,9.63441516766467,0.565584832335329,base,True,23
novartis,10.3,9.97819526627219,0.32180473372781115,base,True,23
novartis,10.3,9.85106896551724,0.4489310344827615,base,True,19
novartis,8.7,9.072318980861242,0.3723189808612428,base,True,14
novartis,3.8,4.90423647008547,1.1042364700854703,base,True,33
novartis,4.8,4.07689393939394,0.7231060606060602,base,True,31
novartis,2.9,5.027340425531914,2.1273404255319144,base,False,27
novartis,8.2,8.079237179487178,0.12076282051282128,base,True,33
novartis,2.4,4.590291843283583,2.190291843283583,base,True,22
novartis,4.31,5.468604895104895,1.1586048951048955,base,True,26
novartis,3.6,5.257600881578947,1.6576008815789467,base,False,38
novartis,3.3,5.577957746478874,2.277957746478874,base,False,36
novartis,5.9,7.527735760358271,1.627735760358271,base,True,30
novartis,3.9,4.590291843283583,0.6902918432835832,base,False,32
novartis,9.7,7.720269709543568,1.9797302904564313,acid,False,29
novartis,2.92,3.438967408888889,0.5189674088888889,acid,True,26
novartis,5.2,8.424154099206355,3.2241540992063547,acid,False,22
novartis,4.1,4.626823529411762,0.5268235294117627,acid,True,21
novartis,4.3,4.3209895849999995,0.0209895849999997,acid,True,18
novartis,9.2,9.072318980861242,0.12768101913875718,base,True,29
novartis,9.3,8.80029268292683,0.4997073170731703,acid,False,28
novartis,2.1,8.068092105263156,5.968092105263157,acid,True,27
novartis,9.7,9.63441516766467,0.06558483233532897,base,True,17
novartis,6.865,8.064161676646705,1.199161676646705,acid,True,30
novartis,8.2,8.068092105263156,0.13190789473684283,base,True,37
novartis,7.24,6.401714285714285,0.838285714285715,base,False,18
novartis,3.37,7.468552427230048,4.0985524272300475,acid,True,35
novartis,3.385,3.438967408888889,0.05396740888888907,acid,True,31
novartis,6.3,5.909283680851065,0.3907163191489351,base,True,23
novartis,10.5,10.399999999999999,0.10000000000000142,base,True,23
novartis,8.7,7.8236713286713275,0.8763286713286718,base,True,34
novartis,9.005,8.079237179487178,0.9257628205128228,base,True,32
novartis,8.66,8.357775039408867,0.3022249605911327,base,True,28
novartis,4.5,4.3209895849999995,0.17901041500000048,acid,True,30
novartis,6.9,9.199959459459462,2.299959459459462,acid,True,30
novartis,10.2,8.735251141552508,1.464748858447491,acid,True,16
novartis,4.26,4.626823529411762,0.36682352941176255,acid,True,27
novartis,3.4,4.952820000000001,1.552820000000001,base,True,23
novartis,7.6,7.720269709543568,0.1202697095435683,acid,True,18
novartis,5.3,5.257600881578947,0.04239911842105304,base,False,25
novartis,3.69,5.577957746478874,1.887957746478874,base,True,29
novartis,8.52,9.199959459459462,0.6799594594594627,base,True,22
novartis,3.37,3.723239725490196,0.3532397254901958,acid,True,28
novartis,4.2,4.0249795918367335,0.1750204081632667,base,False,15
novartis,5.8,4.952820000000001,0.8471799999999989,base,True,16
novartis,3.0,4.3209895849999995,1.3209895849999995,acid,True,37
novartis,5.4,6.653838383838384,1.2538383838383833,base,False,26
novartis,8.5,7.8236713286713275,0.6763286713286725,base,True,31
novartis,10.6,8.357775039408867,2.242224960591132,acid,True,37
novartis,3.7,5.139794319148936,1.4397943191489357,base,True,29
novartis,8.356,8.64512658227848,0.289126582278481,acid,True,16
novartis,7.9,6.038698630136985,1.861301369863015,acid,False,34
novartis,9.2,8.80029268292683,0.39970731707316887,acid,True,27
novartis,10.6,9.63441516766467,0.9655848323353293,acid,True,20
novartis,4.8,5.468604895104895,0.6686048951048953,base,True,16
novartis,6.8,5.468604895104895,1.3313951048951047,base,True,21
novartis,5.8,6.653838383838384,0.8538383838383838,acid,False,16
novartis,3.9,5.027340425531914,1.1273404255319144,base,False,33
novartis,4.3,4.3209895849999995,0.0209895849999997,base,False,27
novartis,8.3,7.4990476190476185,0.8009523809523822,acid,True,26
novartis,8.4,7.468552427230048,0.9314475727699527,acid,True,19
novartis,6.2,7.8236713286713275,1.6236713286713274,base,True,34
novartis,9.01,8.831307474137933,0.17869252586206663,acid,True,31
novartis,3.4,4.3209895849999995,0.9209895849999996,acid,True,36
novartis,3.5,4.473362068965518,0.9733620689655176,acid,True,35
novartis,9.2,9.316164603550295,0.11616460355029545,base,True,34
novartis,10.7,9.199959459459462,1.500040540540537,base,True,32
novartis,10.2,9.45308,0.7469199999999994,base,True,33
novartis,8.6,8.831307474137933,0.2313074741379335,base,True,26
novartis,4.266667,4.590291843283583,0.3236248432835831,base,True,33
novartis,7.6,7.218221649484537,0.3817783505154626,acid,True,30
novartis,4.25,6.495500000000001,2.2455000000000007,base,True,14
novartis,2.9,3.670333333333334,0.7703333333333342,acid,True,9
novartis,6.0,7.720269709543568,1.720269709543568,base,True,32
novartis,4.8,7.009642857142857,2.209642857142857,base,False,34
novartis,4.2,5.7580593561643845,1.5580593561643843,base,True,23
novartis,8.2,8.079237179487178,0.12076282051282128,base,True,31
novartis,8.25,8.424154099206355,0.17415409920635483,base,True,31
novartis,7.17,8.735251141552508,1.5652511415525083,base,False,44
novartis,4.0,3.723239725490196,0.2767602745098041,acid,True,20
novartis,8.9,7.218221649484537,1.6817783505154633,base,True,29
novartis,6.07,5.296763157894738,0.7732368421052627,base,False,25
novartis,9.1,9.19998260869565,0.09998260869565101,base,True,31
novartis,4.4,5.468604895104895,1.0686048951048948,base,False,27
novartis,5.2,5.468604895104895,0.26860489510489494,base,True,29
novartis,5.3,5.7580593561643845,0.45805935616438465,base,True,24
novartis,7.5,7.468552427230048,0.03144757276995236,acid,True,12
novartis,8.1,8.357775039408867,0.2577750394088678,base,True,31
novartis,4.1,7.720269709543568,3.6202697095435683,acid,False,19
novartis,10.91,8.735251141552508,2.174748858447492,acid,True,49
novartis,5.0,5.577957746478874,0.5779577464788739,base,True,22
novartis,4.9,3.841131707317073,1.0588682926829271,base,True,13
novartis,9.4,7.803333333333335,1.5966666666666658,acid,False,28
novartis,6.37,6.653838383838384,0.28383838383838356,base,True,30
novartis,8.3,8.068092105263156,0.23190789473684426,acid,True,25
novartis,6.5,6.401714285714285,0.09828571428571475,base,True,19
novartis,7.1,7.720269709543568,0.6202697095435683,base,False,25
novartis,7.32,7.468552427230048,0.14855242723004736,base,True,34
novartis,6.25,8.064161676646705,1.8141616766467052,base,True,19
novartis,5.6,5.577957746478874,0.022042253521125765,base,True,17
novartis,4.65,6.959968750000002,2.3099687500000012,base,False,32
novartis,8.3,8.846706345238095,0.5467063452380945,base,True,30
novartis,7.5,8.068092105263156,0.5680921052631565,base,True,14
novartis,3.8,4.952820000000001,1.152820000000001,base,False,35
novartis,9.4,9.85106896551724,0.45106896551723885,base,True,26
novartis,5.3,4.590291843283583,0.7097081567164167,base,True,24
novartis,8.4,8.923143617021278,0.5231436170212778,acid,True,31
novartis,8.2,8.409558759620415,0.2095587596204158,base,True,34
novartis,3.41,4.0249795918367335,0.6149795918367333,acid,True,32
novartis,5.522,5.257600881578947,0.26439911842105346,base,True,18
novartis,8.65,8.735251141552508,0.0852511415525079,acid,True,24
novartis,5.283333,6.653838383838384,1.3705053838383838,base,True,30
