dataset,exp,pred,err,n_atoms,rings,site,pka_bin
novartis,8.55,8.119520562499998,0.4304794375000025,15,3,base-only,7-10
novartis,5.5,6.512125,1.0121250000000002,36,3,base-only,4-7
novartis,4.5,5.953040540540541,1.4530405405405409,36,3,base-only,4-7
novartis,5.5,6.512125,1.0121250000000002,36,3,base-only,4-7
novartis,5.0,5.610816154639176,0.6108161546391759,35,3,base-only,4-7
novartis,10.2,8.646977773333331,1.553022226666668,23,5,base-only,>10
novartis,10.3,8.992364366120217,1.3076356338797837,23,5,base-only,>10
novartis,10.3,9.52075,0.7792500000000011,19,4,base-only,>10
novartis,8.7,7.407061407894737,1.292938592105262,14,3,base-only,7-10
novartis,3.8,4.7454,0.9454000000000002,33,5,base-only,<4
novartis,4.8,5.446234567901234,0.6462345679012342,31,3,base-only,4-7
novartis,2.9,5.771030290909091,2.8710302909090912,27,3,base-only,<4
novartis,8.2,8.544779411764708,0.3447794117647085,33,4,base-only,7-10
novartis,2.4,4.242438352040818,1.8424383520408179,22,2,base-only,<4
novartis,4.31,6.210800970873787,1.900800970873787,26,4,base-only,4-7
novartis,3.6,4.120499999999999,0.5204999999999989,38,5,base-only,<4
novartis,3.3,4.5463282148760324,1.2463282148760326,36,5,base-only,<4
novartis,5.9,6.31672018348624,0.4167201834862393,30,3,base-only,4-7
novartis,3.9,4.5463282148760324,0.6463282148760325,32,5,base-only,<4
novartis,9.7,5.446234567901234,4.253765432098765,29,4,base-only,7-10
novartis,2.92,3.488673469387755,0.5686734693877549,26,3,both,<4
novartis,4.1,4.242438352040818,0.14243835204081812,21,3,acid-only,4-7
novartis,4.3,4.858527139534885,0.5585271395348848,18,3,acid-only,4-7
novartis,9.2,8.992364366120217,0.20763563387978223,29,4,base-only,7-10
novartis,9.3,8.119520562499998,1.1804794375000025,28,3,both,7-10
novartis,2.1,4.858527139534885,2.7585271395348845,27,2,acid-only,<4
novartis,9.7,9.576742849999997,0.12325715000000237,17,1,base-only,7-10
novartis,6.865,5.501881720430107,1.3631182795698935,30,3,both,4-7
novartis,8.2,8.202567567567568,0.002567567567568929,37,5,base-only,7-10
novartis,7.24,5.610816154639176,1.6291838453608243,18,3,base-only,7-10
novartis,3.37,5.086736842105263,1.716736842105263,35,3,both,<4
novartis,3.385,4.242438352040818,0.857438352040818,31,3,both,<4
novartis,6.3,5.501881720430107,0.7981182795698931,23,3,base-only,4-7
novartis,10.5,9.945714285714285,0.5542857142857152,23,3,base-only,>10
